Company Name,Status,Ship Date,City,State,Zip,Shipping Service,Created Date,Weight,Item/Bottle Count
Ecom3,In Transit,2/5/20,Iowa City,IA,52242,FXG,2/5/20,21.5,6
Ecom3,Delivered,2/6/20,MARLBORO,NJ,7746,UPS,2/6/20,41,12
Ecom3,Delivered,2/6/20,MARLBORO,NJ,7746,UPS,2/6/20,21.5,6
Ecom3,Delivered,2/4/20,Sacramento,CA,95818,UPS,2/4/20,14,4
Ecom3,Delivered,2/5/20,Williamsburg,VA,23185,UPS,2/5/20,21.5,6
Ecom3,In Transit,2/7/20,Rochester,MN,55902,UPS,2/6/20,21.5,6
Ecom3,Delivered,2/3/20,Marina Del Rey,CA,90292,UPS,2/1/20,21.5,6
Ecom3,Delivered,2/5/20,Jersey City,NJ,7302,UPS,2/2/20,41,12
Ecom3,Delivered,2/5/20,Jersey City,NJ,7302,UPS,2/2/20,14,4
Ecom3,Delivered,2/3/20,Sugar Land,TX,77479,UPS,2/2/20,14,4
Ecom3,Delivered,2/3/20,PLAINVIEW,NY,11803,FEX,1/22/20,21.5,6
Ecom3,In Transit,2/6/20,North Miami,FL,33181,UPS,2/6/20,21.5,6
Ecom3,Delivered,2/3/20,Montebello,CA,90640,UPS,2/1/20,41,12
Ecom3,Delivered,2/3/20,Palm Beach Gardens,FL,33410,UPS,2/2/20,21.5,6
Ecom3,In Transit,2/6/20,Franklin,TN,37067,UPS,2/5/20,21.5,6
Ecom3,Delivered,2/5/20,Arlington,VA,22205,UPS,1/31/20,21.5,6
Ecom3,In Transit,2/3/20,MILL SPRING,NC,28756,UPS,1/5/20,21.5,6
Ecom3,Delivered,2/3/20,COCOA,FL,32922,UPS,2/1/20,21.5,6
Ecom3,Delivered,2/3/20,San Antonio,TX,78229,UPS,2/1/20,21.5,6
Ecom3,Delivered,2/3/20,Fort Washington,MD,20744,FEH,2/1/20,21.5,6
Ecom3,In Transit,2/7/20,Knoxville,TN,37918,UPS,2/6/20,41,12
Ecom3,Delivered,2/3/20,San Jose,CA,95112-2130,UPS,2/2/20,14,4
Ecom3,Delivered,2/3/20,Boston,MA,2109,FXG,2/2/20,41,12
Ecom3,Delivered,2/5/20,Trumbull,CT,6611,UPS,2/2/20,21.5,6
Ecom3,Delivered,2/5/20,Omaha,NE,68102,FEH,2/5/20,18.5,5
Ecom3,In Transit,2/5/20,Fort Lauderdale,FL,33305,UPS,2/1/20,21.5,6
Ecom3,Delivered,2/5/20,Hilo,HI,96720,UPS,2/4/20,21.5,6
Ecom3,In Transit,2/7/20,Harrison City,PA,15636,UPS,2/7/20,18.5,5
Ecom3,Delivered,2/3/20,TARZANA,CA,91356,UPS,2/2/20,21.5,6
Ecom3,Delivered,2/5/20,Bluffton,SC,29910,UPS,2/5/20,21.5,6
Ecom3,Delivered,2/3/20,BROOKLYN,NY,11238,FXG,2/1/20,14,4
Ecom3,Delivered,2/6/20,Bay Shore,NY,11706,FEH,2/6/20,21.5,6
Ecom3,In Transit,2/6/20,Miami Beach,FL,33139,UPS,2/5/20,21.5,6
Ecom3,Delivered,2/4/20,Nashville,TN,37205,UPS,2/4/20,9.9,3
