Company Name,Ship Date,City,State,Shipping Service,Created Date,Weight,Item/Bottle Count
3,43952.55197,73,11,9,43951.75016,21.5,6
3,43952.68902,3312,10,9,43951.78147,41.0,12
3,43952.689,412,33,9,43951.74005,32.0,9
3,43952.72014,6410,4,9,43951.79182,14.0,4
3,43952.55198,5770,4,9,43951.96877,9.9,3
3,43952.63087,1379,32,1,43951.7605,26.0,7
3,43952.63087,1919,29,9,43951.90638,41.0,12
3,43952.72015,4050,4,9,43951.84394,29.0,8
3,43952.63087,1918,9,9,43951.76065,21.5,6
3,43952.63087,3853,18,1,43951.79172,21.5,6
3,43952.689,462,19,1,43951.72975,41.0,12
3,43952.55199,3596,4,9,43952.11461,41.0,12
3,43952.55198,3129,41,9,43951.79186,21.5,6
3,43952.689,4859,9,4,43951.75977,9.9,3
3,43952.68902,2489,25,9,43951.85433,21.5,6
3,43952.68899,4685,32,1,43951.59414,21.5,6
3,43952.72015,1137,4,9,43951.85427,29.0,8
3,43952.63088,1326,33,9,43952.01047,21.5,6
3,43952.68902,5406,9,9,43951.92718,21.5,6
3,43952.81294,4113,4,9,43951.83338,21.5,6
3,43952.68903,4667,10,9,43952.4938,21.5,6
3,43952.63088,3826,36,9,43951.80229,21.5,6
3,43952.68903,4829,18,1,43952.55284,21.5,6
3,43952.81293,1218,24,9,43952.55233,21.5,6
3,43952.63086,3750,33,9,43951.75042,7.0,2
3,43952.689,399,19,1,43951.72943,21.5,6
3,43952.55198,4134,41,9,43951.85436,41.0,12
3,43952.68903,4271,14,9,43952.46025,29.0,8
3,43952.689,4295,36,9,43951.72972,18.5,5
3,43952.63086,4104,32,1,43951.84387,7.0,2
3,43952.689,4648,19,1,43951.76047,21.5,6
3,43952.68899,3299,29,9,43951.71894,29.0,8
3,43952.63087,3456,21,9,43951.77095,41.0,12
3,43952.63086,124,9,9,43951.71898,26.0,7
3,43952.63088,3240,15,9,43951.80222,41.0,12
3,43952.68899,4295,36,9,43951.61513,18.5,5
3,43952.72017,3114,4,9,43952.11463,18.5,5
3,43952.63087,2928,36,9,43951.86476,41.0,12
3,43952.63088,2928,36,9,43951.86476,18.5,5
3,43952.68904,5145,9,9,43952.56281,21.5,6
3,43952.81293,148,0,9,43952.61503,18.5,5
3,43952.68899,6030,9,9,43951.66722,21.5,6
3,43952.63086,4723,32,9,43951.57369,26.0,7
3,43952.55198,5770,4,9,43951.87519,26.0,7
3,43952.689,6209,9,9,43951.74003,21.5,6
3,43952.68902,4375,33,9,43951.8439,21.5,6
3,43952.63087,1180,29,9,43951.75012,21.5,6
3,43952.81293,2204,11,9,43951.8647,21.5,6
3,43952.68903,598,40,9,43952.40683,35.0,10
3,43952.81293,2465,41,9,43952.46987,21.5,6
3,43952.63086,3763,36,9,43951.70836,26.0,7
3,43952.55198,5810,39,9,43951.88558,21.5,6
3,43952.68902,364,9,9,43951.89586,21.5,6
3,43952.55198,5620,44,9,43951.81267,7.0,2
3,43952.68903,3245,25,9,43952.44877,26.0,7
3,43952.689,161,19,1,43951.73992,9.9,3
3,43952.68903,2567,14,9,43952.51065,18.5,5
3,43952.63087,1064,21,9,43951.66713,21.5,6
3,43952.72059,241,41,9,43952.46024,26.0,7
3,43952.63088,425,32,4,43951.82299,21.5,6
3,43952.63088,5940,6,9,43951.93764,21.5,6
3,43952.689,4115,19,1,43951.72939,41.0,12
3,43952.63087,1948,14,9,43951.77654,21.5,6
3,43952.72015,973,4,9,43951.8959,29.0,8
3,43952.63087,528,36,9,43951.67731,21.5,6
3,43952.63088,463,36,9,43951.80222,21.5,6
3,43952.68902,781,17,9,43951.90644,21.5,6
3,43952.81294,1462,35,9,43952.6669,14.0,4
3,43952.63088,2162,36,9,43952.31316,21.5,6
3,43952.81294,2735,41,9,43952.66689,7.0,2
3,43952.63087,2973,16,9,43951.77088,21.5,6
3,43952.63088,206,25,9,43951.83358,21.5,6
3,43952.68902,4917,29,9,43951.80214,7.0,2
3,43952.63088,2312,36,9,43951.90637,21.5,6
3,43952.689,237,16,9,43951.73965,21.5,6
3,43952.68904,6258,46,9,43952.56383,26.0,7
3,43952.68903,2739,44,9,43952.51361,7.0,2
3,43952.81294,2582,0,9,43952.64646,18.5,5
3,43952.63088,3827,36,9,43951.81264,41.0,12
3,43952.63088,3827,36,9,43951.81264,21.5,6
3,43952.68904,2690,4,9,43948.48969,21.5,6
3,43952.72016,2465,41,9,43951.96887,21.5,6
3,43952.68902,3260,36,9,43951.82294,41.0,12
3,43952.63086,3260,36,9,43951.82294,7.0,2
3,43952.55199,4881,4,9,43952.10418,21.5,6
3,43952.68899,520,36,9,43951.60453,26.0,7
3,43952.68903,1736,42,9,43952.51086,21.5,6
3,43952.68899,1669,37,9,43951.70891,35.0,10
3,43952.689,3761,15,9,43951.73988,41.0,12
3,43952.63088,6005,33,9,43951.87527,21.5,6
3,43952.63088,2748,40,9,43951.8022,26.0,7
3,43952.68902,5977,16,9,43951.78127,29.0,8
3,43952.68903,5406,9,9,43952.40672,21.5,6
3,43952.72016,4741,4,9,43951.90632,21.5,6
3,43952.689,4018,6,9,43951.7397,26.0,7
3,43952.68899,1524,32,1,43951.70882,14.0,4
3,43952.63088,960,23,1,43951.93763,41.0,12
3,43952.689,3827,36,9,43951.72955,41.0,12
3,43952.81293,1406,41,9,43952.60455,21.5,6
3,43952.63087,5959,32,1,43951.73963,41.0,12
3,43952.81293,4881,4,9,43951.85422,18.5,5
3,43952.63087,4779,32,1,43951.79191,21.5,6
3,43952.63086,1959,29,9,43951.71912,26.0,7
3,43952.81293,1920,4,9,43952.47962,14.0,4
3,43952.68899,109,36,9,43951.71904,21.5,6
3,43952.689,5989,42,9,43951.72953,21.5,6
3,43952.81294,4427,4,9,43952.63565,21.5,6
3,43952.68902,4366,22,9,43951.77102,21.5,6
3,43952.81294,2206,41,9,43951.81272,21.5,6
3,43952.68902,5934,18,1,43952.34448,41.0,12
3,43952.63086,1667,29,9,43951.60473,14.0,4
3,43952.68902,4386,9,9,43951.84395,26.0,7
3,43952.68903,1973,32,1,43952.39591,41.0,12
3,43952.55198,5190,41,9,43951.90642,41.0,12
3,43952.72059,89,30,1,43952.44838,41.0,12
3,43952.68903,3866,33,9,43952.43767,41.0,12
3,43952.63088,3294,22,9,43951.81273,41.0,12
3,43952.63088,3658,21,9,43951.79198,41.0,12
3,43952.68902,971,14,9,43951.93777,21.5,6
3,43952.81295,4426,35,9,43952.80896,7.0,2
3,43952.81293,4426,35,9,43952.07294,41.0,12
3,43952.68902,225,10,9,43951.84388,21.5,6
3,43952.68902,5830,22,9,43951.79172,41.0,12
3,43952.63086,41,10,9,43951.71905,14.0,4
3,43952.68903,1831,9,9,43952.52087,21.5,6
3,43952.55198,1971,4,9,43951.88554,21.5,6
3,43952.81293,1645,4,9,43952.61542,41.0,12
3,43952.689,1414,10,9,43951.73984,21.5,6
3,43952.63086,3390,18,1,43951.83353,29.0,8
3,43952.55198,4904,4,9,43951.97927,29.0,8
3,43952.68902,5859,33,9,43951.76066,41.0,12
3,43952.55198,1848,41,9,43951.92713,26.0,7
3,43952.55197,484,21,9,43951.7655,41.0,12
3,43952.68903,191,42,9,43952.46089,21.5,6
3,43952.55198,3286,41,9,43951.86464,21.5,6
3,43952.55198,2438,11,9,43951.9063,21.5,6
3,43952.63086,3179,36,9,43951.86469,14.0,4
3,43952.55199,2385,11,9,43952.10421,21.5,6
3,43952.68899,968,19,1,43951.71913,21.5,6
3,43952.63086,4566,19,1,43951.81271,41.0,12
3,43952.68904,338,19,1,43952.57346,29.0,8
3,43952.689,1181,37,9,43951.72931,21.5,6
3,43952.72017,6003,4,9,43952.2099,21.5,6
3,43952.72015,831,5,9,43951.88557,21.5,6
3,43952.63086,5859,36,9,43951.72969,41.0,12
