,Company Name,Ship Date,City,State,Zip,Shipping Service,Created Date,Weight,Item/Bottle Count
0,Ecom3,1/2/20,Plantation,FL,33325,UPS,1/1/20,9.9,3.0
1,Ecom3,1/2/20,Lafayette,CA,94549,UPS,12/31/19,35.0,10.0
2,Ecom3,1/2/20,New York,NY,10022,FEH,1/1/20,29.0,8.0
3,Ecom3,1/3/20,New York,NY,10006,FEH,1/2/20,21.5,6.0
4,Ecom3,1/2/20,Walkersville,MD,21793,FXG,12/31/19,41.0,12.0
5,Ecom3,1/3/20,Clarence,NY,14031,FEH,1/2/20,21.5,6.0
6,Ecom3,1/2/20,Dallas,TX,75225,UPS,1/1/20,21.5,6.0
7,Ecom3,1/2/20,Brooklyn,NY,11201,FXG,12/31/19,32.0,9.0
8,Ecom3,1/2/20,Estero,FL,34135-8211,UPS,1/1/20,21.5,6.0
9,Ecom3,1/2/20,Beverly Hills,CA,90211,UPS,1/1/20,21.5,6.0
10,Ecom3,1/2/20,Maspeth,NY,11378,FEH,1/1/20,21.5,6.0
11,Ecom3,1/3/20,San Diego,CA,92101,UPS,1/3/20,21.5,6.0
12,Ecom3,1/2/20,Powell,OH,43065,UPS,1/1/20,21.5,6.0
13,Ecom3,1/2/20,Santa Fe,NM,87501,FEH,12/31/19,41.0,12.0
14,Ecom3,1/2/20,Hicksville,NY,11801,FEH,12/31/19,41.0,12.0
15,Ecom3,1/2/20,Hicksville,NY,11801,FEH,12/31/19,35.0,10.0
16,Ecom3,1/3/20,GREENWICH,CT,6830,UPS,1/2/20,21.5,6.0
17,Ecom3,1/3/20,Marysville,OH,43040,UPS,1/2/20,18.5,5.0
18,Ecom3,1/2/20,Rochester Hills,MI,48309,UPS,12/31/19,41.0,12.0
19,Ecom3,1/2/20,Kingston,WA,98346,UPS,1/1/20,21.5,6.0
20,Ecom3,1/2/20,New York,NY,10022,FEH,1/1/20,7.0,2.0
21,Ecom3,1/3/20,Petaluma,CA,94953,UPS,1/3/20,21.5,6.0
22,Ecom3,1/3/20,Bensalem,PA,19020,UPS,1/2/20,14.0,4.0
23,Ecom3,1/2/20,Boulder,CO,80303,UPS,1/1/20,21.5,6.0
24,Ecom3,1/2/20,Frisco,TX,75034,UPS,1/1/20,21.5,6.0
25,Ecom3,1/2/20,Mabank,TX,75147,UPS,1/1/20,21.5,6.0
26,Ecom3,1/3/20,Hanover,MD,21076,FXG,1/3/20,35.0,10.0
27,Ecom3,1/2/20,Washington Twp,MI,48094,UPS,1/1/20,21.5,6.0
28,Ecom3,1/2/20,Shreveport,LA,71101,UPS,12/31/19,21.5,6.0
29,Ecom3,1/2/20,Melville,NY,11747,FEH,12/31/19,41.0,12.0
30,Ecom3,1/2/20,Landenberg,PA,19350,UPS,1/1/20,21.5,6.0
31,Ecom3,1/2/20,Honolulu,HI,96819,UPS,12/31/19,21.5,6.0
32,Ecom3,1/2/20,Allen Park,MI,48101,UPS,12/31/19,21.5,6.0
33,Ecom3,1/3/20,New York,NY,10016,FXG,1/2/20,21.5,6.0
34,Ecom3,1/3/20,DEDHAM,MA,02026-4035,FEH,1/2/20,21.5,6.0
35,Ecom3,1/3/20,Jessup,MD,20794,FXG,1/2/20,21.5,6.0
36,Ecom3,1/2/20,Independence,OH,44131,UPS,12/31/19,21.5,6.0
37,Ecom3,1/2/20,Nashua,NH,3064,UPS,12/31/19,21.5,6.0
38,Ecom3,1/2/20,Shelby Township,MI,48315,UPS,1/1/20,21.5,6.0
39,Ecom3,1/2/20,Branchburg,NJ,8876,UPS,12/31/19,14.0,4.0
40,Ecom3,1/3/20,Pensacola,FL,32503,UPS,1/2/20,29.0,8.0
41,Ecom3,1/2/20,Lubbock,TX,79410,UPS,1/2/20,21.5,6.0
42,Ecom3,1/2/20,Lauderdale-by-the-Sea,FL,33062,UPS,1/2/20,21.5,6.0
43,Ecom3,1/3/20,Mahassett,NY,11030-2504,FEH,1/2/20,29.0,8.0
44,Ecom3,1/3/20,miami,FL,33179,UPS,1/2/20,21.5,6.0
45,Ecom3,1/3/20,Clarksville,TN,37040,UPS,1/2/20,14.0,4.0
46,Ecom3,1/2/20,Rockport,IN,47635,UPS,1/1/20,21.5,6.0
47,Ecom3,1/2/20,Austin,TX,78739,UPS,12/31/19,9.9,3.0
48,Ecom3,1/2/20,LOCUST VALLEY,NY,11560-1133,FXG,1/2/20,21.5,6.0
49,Ecom3,1/2/20,Tampa,FL,33613,UPS,12/31/19,41.0,12.0
50,Ecom3,1/2/20,New York,NY,10021,FEH,1/2/20,32.0,9.0
51,Ecom3,1/2/20,La Quinta,CA,92253,UPS,12/31/19,41.0,12.0
52,Ecom3,1/2/20,New York,NY,10014,FXG,1/1/20,21.5,6.0
53,Ecom3,1/2/20,Wichita,KS,67226,UPS,1/1/20,41.0,12.0
54,Ecom3,1/2/20,Fall River,MA,2724,FXG,1/1/20,7.0,2.0
55,Ecom3,1/2/20,Washington,PA,15301,UPS,1/1/20,21.5,6.0
56,Ecom3,1/2/20,TENAFLY,NJ,07670-2203,UPS,1/1/20,21.5,6.0
57,Ecom3,1/2/20,Omaha,NE,68112,FEH,1/1/20,21.5,6.0
58,Ecom3,1/3/20,Mamaroneck,NY,10543,FXG,1/3/20,3.35,1.0
59,Ecom3,1/3/20,Mamaroneck,NY,10543,FXG,12/30/19,18.5,5.0
60,Ecom3,1/2/20,Shelton,CT,6484,UPS,1/1/20,21.5,6.0
61,Ecom3,1/2/20,Stevensville,MI,49127,UPS,1/2/20,14.0,4.0
62,Ecom3,1/2/20,Newburgh,NY,12550,FEH,1/1/20,21.5,6.0
63,Ecom3,1/3/20,Grapevine,TX,76051,UPS,1/3/20,21.5,6.0
64,Ecom3,1/2/20,SEATTLE,WA,98121-3033,UPS,12/31/19,7.0,2.0
65,Ecom3,1/2/20,Toledo,OH,43609,UPS,12/31/19,26.0,7.0
66,Ecom3,1/3/20,CITY OF INDUSTRY,CA,91748-1203,UPS,1/2/20,21.5,6.0
67,Ecom3,1/2/20,Pasrsippany,NJ,7054,UPS,1/2/20,21.5,6.0
68,Ecom3,1/3/20,Kingsburg,CA,93631,UPS,1/2/20,21.5,6.0
69,Ecom3,1/2/20,Raleigh,NC,27607-4866,UPS,1/1/20,41.0,12.0
70,Ecom3,1/2/20,Fredericksburg,VA,22405,UPS,12/31/19,14.0,4.0
71,Ecom3,1/2/20,Hillsborough,NJ,8844,UPS,12/31/19,29.0,8.0
72,Ecom3,1/2/20,Orinda,CA,94563,UPS,1/2/20,21.5,6.0
73,Ecom3,1/2/20,Pella,IA,50219,FXG,12/31/19,21.5,6.0
74,Ecom3,1/3/20,Blacklick,OH,43004,UPS,1/2/20,21.5,6.0
75,Ecom3,1/2/20,LARKSPUR,CA,94939-2188,UPS,1/1/20,7.0,2.0
76,Ecom3,1/2/20,Clarkston,MI,48348,UPS,12/31/19,14.0,4.0
77,Ecom3,1/3/20,Pleasant Hill,CA,94523,UPS,1/3/20,21.5,6.0
78,Ecom3,1/3/20,Medina,WA,98039,UPS,1/3/20,41.0,12.0
79,Ecom3,1/2/20,DENVER,CO,80206,UPS,1/2/20,14.0,4.0
80,Ecom3,1/2/20,GALLATIN,TN,37066,UPS,12/31/19,7.0,2.0
81,Ecom3,1/2/20,Scarsdale,NY,10583,FEH,1/1/20,21.5,6.0
82,Ecom3,1/2/20,Fairfax,VA,22030,UPS,1/1/20,21.5,6.0
83,Ecom3,1/2/20,Wayzata,MN,55391,UPS,1/2/20,21.5,6.0
84,Ecom3,1/2/20,Tyler,TX,75702,UPS,1/1/20,41.0,12.0
85,Ecom3,1/2/20,Woodruff,WI,54568,UPS,12/31/19,21.5,6.0
86,Ecom3,1/3/20,Port Washington,NY,11050,FEH,1/2/20,41.0,12.0
87,Ecom3,1/3/20,Walbridge,OH,43465,UPS,1/2/20,21.5,6.0
88,Ecom3,1/3/20,Port Chester,NY,10573,FEH,1/2/20,21.5,6.0
89,Ecom3,1/2/20,Bonita Springs,FL,34135,UPS,12/31/19,21.5,6.0
90,Ecom3,1/3/20,New Bremen,OH,45869,UPS,1/3/20,41.0,12.0
91,Ecom3,1/2/20,Farmington Hills,MI,48334,UPS,12/31/19,7.0,2.0
92,Ecom3,1/3/20,Travelers Rest,SC,29690,UPS,1/3/20,21.5,6.0
93,Ecom3,1/3/20,Rapid City,SD,57701,UPS,1/2/20,21.5,6.0
94,Ecom3,1/2/20,Newport Beach,CA,92660,UPS,12/31/19,9.9,3.0
95,Ecom3,1/3/20,Mount Pleasant,SC,29466,UPS,1/3/20,41.0,12.0
96,Ecom3,1/3/20,Mount Pleasant,SC,29466,UPS,1/3/20,41.0,12.0
97,Ecom3,1/3/20,Brooklyn,NY,11201,FXG,1/3/20,21.5,6.0
98,Ecom3,1/3/20,Portland,OR,97229,UPS,12/30/19,3.35,1.0
99,Ecom3,1/2/20,hickory,NC,28601,UPS,1/1/20,21.5,6.0
100,Ecom3,1/2/20,Denver,CO,80222,UPS,1/1/20,32.0,9.0
101,Ecom3,1/2/20,Devils Lake,ND,58301,UPS,1/2/20,21.5,6.0
102,Ecom3,1/3/20,Clermont,FL,34711,UPS,1/2/20,21.5,6.0
103,Ecom3,1/2/20,Miami Beach,FL,33139,UPS,12/31/19,41.0,12.0
104,Ecom3,1/2/20,Hilton,NY,14468,FEH,12/31/19,14.0,4.0
105,Ecom3,1/3/20,Ashburn,VA,20147,UPS,1/2/20,7.0,2.0
106,Ecom3,1/2/20,Evanston,WY,82930,UPS,1/1/20,21.5,6.0
107,Ecom3,1/3/20,Elmhurst,IL,60126,UPS,1/3/20,21.5,6.0
108,Ecom3,1/2/20,Tuckahoe,NY,10707,FEH,1/1/20,41.0,12.0
109,Ecom3,1/2/20,Murrieta,CA,92562,UPS,1/1/20,21.5,6.0
110,Ecom3,1/2/20,New York,NY,10024,FEH,12/31/19,41.0,12.0
111,Ecom3,1/2/20,New York,NY,10024,FEH,12/31/19,41.0,12.0
112,Ecom3,1/2/20,Lynbrook,NY,11563,FXG,1/1/20,21.5,6.0
113,Ecom3,1/2/20,Pittsford,NY,14534,FEH,1/1/20,21.5,6.0
114,Ecom3,1/2/20,Jamesville,NY,13078,FEH,1/1/20,21.5,6.0
115,Ecom3,1/2/20,Williston,VT,5495,UPS,12/31/19,41.0,12.0
116,Ecom3,1/2/20,Boston,MA,2210,FXG,1/1/20,21.5,6.0
117,Ecom3,1/2/20,MILTON,GA,30004,UPS,12/31/19,7.0,2.0
118,Ecom3,1/3/20,Litchfield,CT,6759,UPS,1/2/20,21.5,6.0
119,Ecom3,1/2/20,Carnegie,PA,15106,UPS,1/2/20,41.0,12.0
120,Ecom3,1/2/20,Dallas,TX,75231,UPS,1/1/20,21.5,6.0
121,Ecom3,1/3/20,Glendale,AZ,85308,UPS,1/3/20,21.5,6.0
122,Ecom3,1/2/20,Portland,OR,97212,UPS,1/1/20,21.5,6.0
123,Ecom3,1/2/20,Houston,TX,77055,UPS,12/31/19,41.0,12.0
124,Ecom3,1/2/20,Houston,TX,77055,UPS,12/31/19,14.0,4.0
125,Ecom3,1/2/20,Rutherford,NJ,7070,UPS,12/31/19,21.5,6.0
126,Ecom3,1/3/20,Nashua,NH,3060,FEX,1/2/20,41.0,12.0
127,Ecom3,1/3/20,Nashua,NH,3060,FEX,1/2/20,9.9,3.0
128,Ecom3,1/3/20,Walsenburg,CO,81089,UPS,1/2/20,29.0,8.0
129,Ecom3,1/2/20,Harrisburg,PA,17101-2126,UPS,1/2/20,21.5,6.0
130,Ecom3,1/2/20,Amesbury,MA,1913,FEH,12/31/19,14.0,4.0
131,Ecom3,1/2/20,Playa Vista,CA,90094,UPS,1/2/20,14.0,4.0
132,Ecom3,1/2/20,Tempe,AZ,85284,UPS,1/2/20,41.0,12.0
133,Ecom3,1/2/20,STATEN ISLAND,NY,10312-1175,FEH,1/1/20,21.5,6.0
134,Ecom3,1/2/20,West Chester,PA,19382,UPS,12/31/19,21.5,6.0
135,Ecom3,1/2/20,Charleston,SC,29401,UPS,12/30/19,9.9,3.0
136,Ecom3,1/2/20,Fernandina Beach,FL,32034,UPS,1/2/20,41.0,12.0
137,Ecom3,1/3/20,Kirkland,WA,98033,UPS,1/2/20,21.5,6.0
138,Ecom3,1/3/20,Bluffton,SC,29909,UPS,12/16/19,21.5,6.0
139,Ecom3,1/2/20,Athens,GA,30606,UPS,1/2/20,21.5,6.0
140,Ecom3,1/2/20,ENGLEWOOD CLIFFS,NJ,7632,FEH,1/1/20,21.5,6.0
141,Ecom3,1/2/20,Randolph,NJ,7869,UPS,12/31/19,21.5,6.0
142,Ecom3,1/2/20,Holland,MI,49423,UPS,1/1/20,21.5,6.0
143,Ecom3,1/2/20,Dallas,TX,75230,UPS,1/1/20,21.5,6.0
144,Ecom3,1/2/20,Washington,DC,20016,UPS,1/2/20,14.0,4.0
145,Ecom3,1/3/20,Hialeah,FL,33015,UPS,1/3/20,21.5,6.0
146,Ecom3,1/2/20,Amherst,NY,14228,FXG,1/1/20,9.9,3.0
147,Ecom3,1/2/20,Naperville,IL,60564,UPS,1/2/20,38.0,11.0
148,Ecom3,1/2/20,HOUSTON,TX,77024,UPS,1/1/20,41.0,12.0
149,Ecom3,1/3/20,New York,NY,10017,FEH,1/3/20,21.5,6.0
150,Ecom3,1/2/20,Jacksonville,FL,32258,UPS,1/1/20,9.9,3.0
151,Ecom3,1/2/20,Carmel,CA,93923,UPS,12/31/19,41.0,12.0
152,Ecom3,1/2/20,Germantown,MD,20876,FEH,1/2/20,21.5,6.0
153,Ecom3,1/2/20,Elk River,MN,55330,UPS,12/31/19,29.0,8.0
154,Ecom3,1/2/20,Woodridge,IL,60517,UPS,1/1/20,21.5,6.0
155,Ecom3,1/2/20,Reston,VA,20194,UPS,1/2/20,21.5,6.0
156,Ecom3,1/2/20,Bloomington,IL,61705,UPS,1/1/20,7.0,2.0
157,Ecom3,1/2/20,Mission Hills,KS,66208,UPS,1/1/20,21.5,6.0
158,Ecom3,1/2/20,Baytown,TX,77523,UPS,1/1/20,21.5,6.0
159,Ecom3,1/2/20,SILVER SPRING,MD,20910-1435,FXG,12/31/19,21.5,6.0
160,Ecom3,1/2/20,SCHILLER PARK,IL,60176-1814,UPS,1/2/20,21.5,6.0
161,Ecom3,1/2/20,New York,NY,10019,FEH,1/1/20,21.5,6.0
162,Ecom3,1/2/20,West Chester,PA,19382,UPS,1/2/20,41.0,12.0
163,Ecom3,1/2/20,New York,NY,10012,FEH,1/1/20,21.5,6.0
164,Ecom3,1/2/20,Fremont,CA,94555,UPS,1/1/20,21.5,6.0
165,Ecom3,1/2/20,Madisonville,LA,70447,UPS,1/1/20,41.0,12.0
166,Ecom3,1/3/20,Austin,TX,78746,UPS,1/2/20,21.5,6.0
167,Ecom3,1/2/20,Charlestown,MA,2129,FXG,12/31/19,14.0,4.0
168,Ecom3,1/2/20,Los Altos,CA,94024-6727,UPS,1/2/20,3.35,1.0
169,Ecom3,1/2/20,Portland,OR,97229,UPS,1/1/20,21.5,6.0
170,Ecom3,1/3/20,Brooklyn,NY,11201,FEH,1/2/20,21.5,6.0
171,Ecom3,1/2/20,Chattanooga,TN,37405,UPS,12/31/19,21.5,6.0
