,Company Name,Ship Date,City,State,Zip,Shipping Service,Created Date,Weight,Item/Bottle Count
0,Ecom2,7/1/20,Keysville,VA,23947,FEH,6/30/20,7.0,1.0
1,Ecom2,7/1/20,Jacksonville,FL,32259,FEH,6/30/20,7.0,1.0
2,Ecom2,7/1/20,Quakertown,PA,18951,UPS,6/30/20,7.0,1.0
3,Ecom2,7/1/20,Thousand Oaks,CA,91362,UPS,6/30/20,7.0,1.0
4,Winery2,7/2/20,Aiken,SC,29803,UPS,6/30/20,39.0,12.0
5,Winery2,7/2/20,Elk Grove,CA,95758,UPS,6/30/20,13.5,2.0
6,Winery2,7/2/20,Brick,NJ,8724,UPS,4/15/20,39.0,12.0
7,Winery2,7/2/20,Brick,NJ,8724,UPS,4/15/20,7.0,1.0
8,Winery2,7/2/20,Napa,CA,94558,WCU,6/22/20,39.0,12.0
9,Winery2,7/2/20,Napa,CA,94558,WCU,6/22/20,39.0,12.0
10,Winery2,7/2/20,Napa,CA,94558,WCU,6/22/20,39.0,12.0
11,Winery1,7/1/20,Northport,MI,49670,UP2,6/26/20,39.0,12.0
12,Winery1,7/1/20,Studio City,CA,91604,UPS,6/23/20,14.0,4.0
13,Winery1,7/2/20,Scarsdale,NY,10583,UPS,6/30/20,39.0,12.0
14,Winery1,7/2/20,Indianapolis,IN,46240,UPS,6/23/20,39.0,12.0
15,Winery1,7/2/20,ridgewood,NJ,7450,UPS,6/30/20,11.5,1.0
16,Winery1,7/2/20,Decatur,GA,30030,UPS,6/30/20,4.0,1.0
17,Winery1,7/2/20,Chicago,IL,60631,UPS,6/30/20,4.0,1.0
18,Winery1,7/2/20,Millburn,NJ,7041,UPS,6/30/20,4.0,1.0
19,Winery1,7/2/20,Indianapolis,IN,46240,UPS,6/23/20,20.2,6.0
20,Winery1,7/1/20,San Juan Capistrano,CA,92675,UPS,6/30/20,14.0,4.0
21,Winery1,7/2/20,Brielle,NJ,8730,UPS,6/30/20,39.0,12.0
22,Winery1,7/2/20,Tampa,FL,33603,UPS,6/30/20,39.0,12.0
