,Company Name,Ship Date,City,State,Zip,Shipping Service,Created Date,Weight,Item/Bottle Count
0,Ecom2,5/1/2021,Lakeville,MN,55044,FEH,4/28/2021,7.0,2.0
1,Ecom3,5/1/2021,McAllen,TX,78504,UPS,4/29/2021,9.9,3.0
2,Ecom3,5/1/2021,Dallas,TX,75230,UPS,4/29/2021,14.0,4.0
3,Ecom3,5/1/2021,Chino Hills,CA,91709,UPS,4/30/2021,7.0,2.0
4,Ecom3,5/1/2021,Berkeley,CA,94703,UPS,4/30/2021,14.0,4.0
5,Ecom3,5/1/2021,irvine,CA,92620,UPS,4/30/2021,41.0,12.0
6,Ecom3,5/1/2021,san diego,CA,92101,UPS,4/29/2021,14.0,4.0
7,Ecom3,5/1/2021,Orinda,CA,94563,UPS,4/30/2021,21.5,6.0
8,Ecom3,5/1/2021,Saratoga,CA,95070,UPS,4/29/2021,41.0,12.0
9,Ecom3,5/1/2021,Bellaire,TX,77401,UPS,4/28/2021,29.0,8.0
10,Ecom3,5/1/2021,Paradise Valley,AZ,85253,UPS,4/30/2021,21.5,6.0
11,Ecom3,5/1/2021,Austin,TX,78732,UPS,4/29/2021,18.5,5.0
12,Ecom3,5/1/2021,Phoenix,AZ,85014,UPS,4/26/2021,41.0,12.0
13,Ecom3,5/1/2021,Pleasanton,CA,94566,UPS,4/29/2021,14.0,4.0
14,Ecom3,5/1/2021,San Ramon,CA,94582,UPS,4/30/2021,14.0,4.0
15,Ecom3,5/1/2021,Pleasanton,CA,94566,UPS,4/30/2021,39.0,12.0
16,Ecom3,5/1/2021,ENGLEWOOD,CO,80113,UPS,4/26/2021,29.0,8.0
17,Ecom3,5/1/2021,San Francisco,CA,94114,UPS,4/30/2021,21.5,6.0
18,Ecom3,5/1/2021,Katy,TX,77494,UPS,4/30/2021,14.0,4.0
19,Ecom3,5/1/2021,San Jose,CA,95131,UPS,4/30/2021,14.0,4.0
20,Ecom3,5/1/2021,Kailua,HI,96734,UPS,4/30/2021,21.5,6.0
21,Ecom3,5/1/2021,Denver,CO,80231,UPS,4/30/2021,21.5,6.0
22,Ecom3,5/1/2021,Albuquerque,NM,87111,FEH,4/30/2021,9.9,3.0
23,Ecom3,5/1/2021,PORTLAND,OR,97218,UPS,4/30/2021,14.0,4.0
24,Ecom3,5/1/2021,Honolulu,HI,96816,UPS,4/30/2021,41.0,12.0
25,Ecom3,5/1/2021,Honolulu,HI,96816,UPS,4/30/2021,21.5,6.0
26,Ecom3,5/1/2021,Moss Beach,CA,94038,UPS,4/30/2021,39.0,12.0
27,Ecom3,5/1/2021,Rocklin,CA,95765,UPS,4/30/2021,39.0,12.0
28,Ecom3,5/1/2021,Santa Monica,CA,90403,UPS,4/30/2021,39.0,12.0
29,Ecom3,5/1/2021,Santa Monica,CA,90403,UPS,4/30/2021,7.0,2.0
30,Ecom3,5/1/2021,Houston,TX,77019,UPS,4/30/2021,14.0,4.0
31,Ecom3,5/1/2021,Kaneohe,HI,96744,UPS,4/29/2021,14.0,4.0
32,Ecom3,5/1/2021,Austin,TX,78730,UPS,4/25/2021,41.0,12.0
33,Ecom3,5/1/2021,Sandpoint,ID,83864,UPS,4/29/2021,14.0,4.0
34,Ecom3,5/1/2021,Fort Collins,CO,80526,UPS,4/21/2021,21.5,6.0
35,Ecom3,5/1/2021,Pacific Palisades,CA,90272,UPS,4/25/2021,39.0,12.0
36,Ecom3,5/1/2021,Fremont,CA,94539,UPS,4/30/2021,21.5,6.0
37,Ecom3,5/1/2021,Shingle Springs,CA,95682,UPS,4/30/2021,21.5,6.0
38,Ecom1,5/3/2021,Hoboken,NJ,7030,FEH,4/28/2021,20.2,6.0
39,Ecom1,5/3/2021,new york,NY,10025,FEH,4/28/2021,10.5,3.0
40,Ecom1,5/3/2021,Raleigh,NC,27610,FEH,4/28/2021,10.5,3.0
41,Ecom1,5/3/2021,Philadelphia,PA,19147,FEH,4/28/2021,20.2,6.0
42,Ecom1,5/3/2021,Brooklyn,NY,11226,FEH,4/28/2021,20.2,6.0
43,Ecom1,5/3/2021,North Charleston,SC,29405,FEH,4/28/2021,20.2,6.0
44,Ecom1,5/3/2021,Altoona,PA,16602,FXG,4/28/2021,20.2,6.0
45,Ecom1,5/3/2021,Tuscaloosa,AL,35405,UPS,4/28/2021,33.0,10.0
46,Ecom1,5/3/2021,Ellicott City,MD,21042,FEH,4/28/2021,20.2,6.0
47,Ecom1,5/3/2021,Northbrook,IL,60062,FEH,4/28/2021,30.0,9.0
48,Ecom1,5/3/2021,SOUTH BOSTON,MA,2127,FEH,4/28/2021,20.2,6.0
49,Ecom1,5/3/2021,Wayne,PA,19087,FXG,4/28/2021,20.2,6.0
50,Ecom1,5/3/2021,New Bern,NC,28562,FEH,4/28/2021,10.5,3.0
51,Ecom1,5/3/2021,New York,NY,10014,UPS,4/28/2021,20.2,6.0
52,Ecom1,5/3/2021,Dothan,AL,36303,UPS,4/28/2021,20.2,6.0
53,Ecom1,5/3/2021,new york,NY,10036,FEH,4/28/2021,20.2,6.0
54,Ecom1,5/3/2021,Bethel,CT,6801,FEH,4/28/2021,20.2,6.0
55,Ecom1,5/3/2021,Carlisle,PA,17013,FEH,4/28/2021,20.2,6.0
56,Ecom1,5/3/2021,Chicago,IL,60614,FEH,4/28/2021,20.2,6.0
57,Ecom1,5/3/2021,Irvine,CA,92618,FEH,4/28/2021,6.5,1.0
58,Ecom1,5/3/2021,Lafayette,CA,94549,FEH,4/28/2021,6.5,1.0
59,Ecom1,5/3/2021,Walnut Creek,CA,94597,FEH,4/28/2021,6.5,1.0
60,Ecom1,5/3/2021,Hillsboro,OR,97124,FEH,4/28/2021,6.5,1.0
61,Ecom1,5/3/2021,The Colony,TX,75056,FEH,4/28/2021,6.5,1.0
62,Ecom1,5/3/2021,Tiburon,CA,94920,FEH,4/28/2021,6.5,1.0
63,Ecom1,5/3/2021,Livermore,CA,94550,FEH,4/28/2021,6.5,1.0
64,Ecom1,5/3/2021,Cardiff,CA,92007,FEH,4/28/2021,6.5,1.0
65,Ecom1,5/3/2021,San Francisco,CA,94115,FXG,4/28/2021,6.5,1.0
66,Ecom1,5/3/2021,San Francisco,CA,94109,FEH,4/28/2021,6.5,1.0
67,Ecom1,5/3/2021,Clayton,CA,94517,FEH,4/28/2021,6.5,1.0
68,Ecom1,5/3/2021,Manhattan Beach,CA,90266,FEH,4/28/2021,6.5,1.0
69,Ecom1,5/3/2021,San Francisco,CA,94131,FEH,4/28/2021,6.5,1.0
70,Ecom1,5/3/2021,moreland hills,OH,44022,FEH,4/29/2021,10.5,3.0
71,Ecom1,5/3/2021,Hillsboro,OR,97124,FEH,4/29/2021,6.5,1.0
72,Ecom1,5/3/2021,Mather,CA,95655,FEH,4/29/2021,6.5,1.0
73,Ecom1,5/3/2021,El Dorado Hills,CA,95762,FEH,4/29/2021,6.5,1.0
74,Ecom1,5/3/2021,El Dorado Hills,CA,95762,FEH,4/29/2021,6.5,1.0
75,Ecom1,5/3/2021,Citrus Heights,CA,95610,FEH,4/29/2021,6.5,1.0
76,Ecom1,5/3/2021,Folsom,CA,95630,FEH,4/29/2021,6.5,1.0
77,Ecom1,5/3/2021,Tigard,OR,97223,FEH,4/29/2021,6.5,1.0
78,Ecom1,5/3/2021,Bronx,NY,10465,FEH,4/30/2021,20.2,6.0
79,Ecom1,5/3/2021,New York,NY,10013,FEH,4/30/2021,10.5,3.0
80,Ecom1,5/3/2021,dover plains,NY,12522,FXG,4/30/2021,39.0,12.0
81,Ecom1,5/3/2021,Dublin,OH,43017,FEH,4/30/2021,20.2,6.0
82,Ecom1,5/3/2021,SANTEE,CA,92071,FEH,4/30/2021,10.5,3.0
83,Ecom1,5/3/2021,Garden Grove,CA,92841,FXG,4/30/2021,10.5,3.0
84,Ecom1,5/3/2021,CARROLLTON,TX,75006,FEH,4/30/2021,10.5,3.0
85,Ecom1,5/3/2021,Park Ridge,IL,60068,FEH,4/30/2021,10.5,3.0
86,Ecom1,5/3/2021,Kansas City,KS,66109,FEH,4/30/2021,10.5,3.0
87,Ecom1,5/3/2021,Chicago,IL,60610,FEH,4/30/2021,10.5,3.0
88,Ecom1,5/3/2021,Hampden,ME,4444,FEH,5/2/2021,10.5,3.0
89,Ecom1,5/3/2021,Astoria,NY,11106,FEH,5/2/2021,10.5,3.0
90,Ecom1,5/3/2021,Mountain View,CA,94040,FEH,5/2/2021,10.5,3.0
91,Ecom1,5/3/2021,Huntington,WV,25704,FEH,5/2/2021,10.5,3.0
92,Ecom1,5/3/2021,Los Angeles,CA,90039,FEH,5/2/2021,10.5,3.0
93,Ecom1,5/3/2021,Elk River,MN,55330,FEH,5/2/2021,20.2,6.0
94,Ecom1,5/3/2021,West Chester,PA,19380,FEH,5/2/2021,10.5,3.0
95,Ecom1,5/3/2021,Orinda,CA,94563,FEH,5/2/2021,20.2,6.0
96,Ecom1,5/3/2021,Glenview,IL,60026,FEH,5/2/2021,10.5,3.0
97,Ecom1,5/3/2021,Apex,NC,27502,FEH,5/2/2021,10.5,3.0
98,Ecom1,5/3/2021,Chicago,IL,60642,FEH,5/2/2021,10.5,3.0
99,Ecom1,5/3/2021,Chicago,IL,60614,FEH,5/2/2021,10.5,3.0
100,Ecom1,5/3/2021,Federal Way,WA,98023,FEH,5/2/2021,39.0,12.0
101,Ecom1,5/3/2021,West Des Moines,IA,50266,FEH,5/2/2021,10.5,3.0
102,Ecom1,5/3/2021,Weston,FL,33326,FXG,5/2/2021,10.5,3.0
103,Ecom1,5/3/2021,Doylestown,PA,18901,FEH,5/2/2021,10.5,3.0
104,Ecom1,5/3/2021,Austin,TX,78729,FEH,5/2/2021,20.2,6.0
105,Ecom1,5/3/2021,Fort Collins,CO,80524,FEH,5/2/2021,10.5,3.0
106,Ecom1,5/3/2021,Phoenix,AZ,85020,FEH,5/2/2021,10.5,3.0
107,Ecom1,5/3/2021,Minneapolis,MN,55408,FEH,5/2/2021,10.5,3.0
108,Ecom1,5/3/2021,Nashville,TN,37205,FEH,5/2/2021,10.5,3.0
109,Ecom1,5/3/2021,Virginia City,NV,89440,FXG,5/2/2021,39.0,12.0
110,Ecom1,5/3/2021,Virginia City,NV,89440,FXG,5/2/2021,10.5,3.0
111,Ecom1,5/3/2021,Galveston,TX,77554,FXG,5/2/2021,10.5,3.0
112,Ecom1,5/3/2021,justin,TX,76247,FEH,5/2/2021,10.5,3.0
