,Company Name,Ship Date,City,State,Zip,Shipping Service,Created Date,Weight,Item/Bottle Count
0,Ecom1,2/3/2021,Plant city,FL,33565,UPS,2/3/2021,10.5,3.0
1,Ecom1,2/5/2021,Miami,FL,33132,FEH,1/27/2021,20.2,6.0
2,Ecom1,2/3/2021,Washington,DC,20010,FEH,1/28/2021,17.2,5.0
3,Ecom1,2/3/2021,Tuscaloosa,AL,35405,UPS,1/28/2021,20.2,6.0
4,Ecom1,2/3/2021,Dothan,AL,36303,UPS,1/28/2021,20.2,6.0
5,Ecom1,2/3/2021,Grand Rapids,MI,49506,FEH,1/28/2021,20.2,6.0
6,Ecom1,2/1/2021,Keene,NH,3431,FEH,1/29/2021,39.0,12.0
7,Ecom1,2/1/2021,Fort Worth,TX,76114,FEH,1/29/2021,30.0,9.0
8,Ecom1,2/1/2021,Shawboro,NC,27973,FEH,1/29/2021,10.5,3.0
9,Ecom1,2/1/2021,Mount Pleasant,SC,29464,FEH,1/29/2021,10.5,3.0
10,Ecom1,2/1/2021,Pisgah Forest,NC,28768,FEH,1/29/2021,10.5,3.0
11,Ecom1,2/3/2021,washington,DC,20001,FEH,1/29/2021,39.0,12.0
12,Ecom1,2/1/2021,Cleburne,TX,76033,FEH,1/29/2021,20.2,6.0
13,Ecom1,2/1/2021,Columbus,OH,43213,FXG,1/29/2021,39.0,12.0
14,Ecom1,2/1/2021,Santa Barbara,CA,93101,FXG,1/29/2021,10.5,3.0
15,Ecom1,2/1/2021,Davenport,IA,52806,FXG,1/29/2021,10.5,3.0
16,Ecom1,2/1/2021,Rochester,MN,55901,FEH,1/29/2021,10.5,3.0
17,Ecom1,2/1/2021,arlington,MA,2476,FEH,1/29/2021,4.0,1.0
18,Ecom1,2/1/2021,Pittsburgh,PA,15212,FEH,1/31/2021,10.5,3.0
19,Ecom1,2/1/2021,Hollywood,FL,33021,FXG,1/31/2021,20.2,6.0
20,Ecom1,2/1/2021,Woodbridge,NJ,7095,FEH,1/31/2021,10.5,3.0
21,Ecom1,2/1/2021,Chagrin Falls,OH,44022,FEH,1/31/2021,20.2,6.0
22,Ecom1,2/1/2021,San Jose,CA,95124,FEH,1/31/2021,20.2,6.0
23,Ecom1,2/1/2021,Medford,OR,97504,FXG,1/31/2021,10.5,3.0
24,Ecom1,2/1/2021,Port Saint Lucie,FL,34987,FEH,1/31/2021,10.5,3.0
25,Ecom1,2/1/2021,ATLANTA,GA,30342,FEH,1/31/2021,10.5,3.0
26,Ecom1,2/1/2021,Philadelphia,PA,19106,FEH,1/31/2021,20.2,6.0
27,Ecom1,2/1/2021,Chicago,IL,60625,FEH,1/31/2021,39.0,12.0
28,Ecom1,2/1/2021,Philadelphia,PA,19102,UPS,1/31/2021,20.2,6.0
29,Ecom1,2/1/2021,Monticello,MN,55362,UPS,1/31/2021,20.2,6.0
30,Ecom1,2/1/2021,Edgewater,MD,21037,FEH,1/31/2021,10.5,3.0
31,Ecom1,2/1/2021,Port St Lucie,FL,34987,FEH,1/31/2021,10.5,3.0
32,Ecom1,2/1/2021,Beavercreek,OH,45434,FEH,1/31/2021,10.5,3.0
33,Ecom1,2/1/2021,Worthington,OH,43085,FXG,1/31/2021,10.5,3.0
34,Ecom1,2/1/2021,Chicago,IL,60610,FEH,1/31/2021,10.5,3.0
35,Ecom1,2/1/2021,Columbus,OH,43212,FEH,1/31/2021,20.2,6.0
36,Ecom1,2/1/2021,Chicago,IL,60654,FEH,1/31/2021,10.5,3.0
37,Ecom1,2/1/2021,Newton,NJ,7860,FEH,1/31/2021,10.5,3.0
38,Ecom1,2/1/2021,Lafayette,IN,47909,FEH,1/31/2021,20.2,6.0
39,Ecom1,2/1/2021,Port Ludlow,WA,98365,FEH,1/31/2021,10.5,3.0
40,Ecom1,2/1/2021,North TonaEcom1da,NY,14120,FEH,1/31/2021,20.2,6.0
41,Ecom1,2/1/2021,Cheverly,MD,20785,FEH,1/31/2021,10.5,3.0
42,Ecom1,2/1/2021,Troy,MI,48085,FEH,1/31/2021,10.5,3.0
43,Ecom1,2/1/2021,Amherst,NH,3031,FEH,1/31/2021,10.5,3.0
44,Ecom1,2/1/2021,Neenah,WI,54956,FEH,1/31/2021,20.2,6.0
45,Ecom1,2/1/2021,Shrewsbury,NJ,7702,FEH,1/31/2021,10.5,3.0
46,Ecom1,2/1/2021,Austin,TX,78758,FEH,1/31/2021,10.5,3.0
47,Ecom1,2/1/2021,Chambersburg,PA,17202,FEH,1/31/2021,10.5,3.0
48,Ecom1,2/1/2021,Wading River,NY,11792,FEH,1/31/2021,10.5,3.0
49,Ecom1,2/1/2021,Lake Oswego,OR,97034,FEH,1/31/2021,10.5,3.0
50,Ecom1,2/1/2021,Int'l Falls,MN,56649,FEH,1/31/2021,10.5,3.0
51,Ecom1,2/1/2021,Seattle,WA,98126,FEH,1/31/2021,30.0,9.0
52,Ecom1,2/1/2021,Madison,WI,53716,FEH,1/31/2021,10.5,3.0
53,Ecom1,2/1/2021,New York,NY,10014,UPS,1/31/2021,10.5,3.0
54,Ecom1,2/1/2021,North Windham,CT,6256,FXG,1/31/2021,39.0,12.0
55,Ecom1,2/1/2021,Arlington heights,IL,60004,FEH,1/31/2021,39.0,12.0
56,Ecom1,2/1/2021,Arlington heights,IL,60004,FEH,1/31/2021,39.0,12.0
